time;Si (?mol/L);Al (?mol/L)
11.33333333;97.46111166;149.0266158
11.35;97.5428856;149.0704449
11.36666667;97.5456039;149.1636533
11.38333333;97.54745347;149.2431452
11.4;97.63965232;149.4433423
11.41666667;97.75096352;149.6106199
11.43333333;97.82318128;149.673652
11.45;97.91451139;149.7257109
11.46666667;97.95719189;149.6844976
11.48333333;97.99900364;149.648771
11.5;98.04081539;149.7255196
11.51666667;98.10347697;149.791295
11.53333333;98.08534545;149.8268941
11.55;98.05765775;149.8570067
11.56666667;98.06037605;149.8596862
11.58333333;98.06222562;149.8623657
11.6;98.22392392;149.862302
11.61666667;98.43514059;149.8622382
11.63333333;98.50735835;150.0679219
11.65;98.59000103;150.2434293
11.66666667;99.12091517;150.2488521
11.68333333;99.79343444;150.254275
11.7;100.0854442;150.2871308
11.71666667;100.4591159;150.3172433
11.73333333;100.350635;150.2870033
11.75;100.212617;150.2649931
11.76666667;100.0650427;150.3417417
11.78333333;99.87663752;150.4102604
11.8;99.76902545;150.4486029
11.81666667;99.64143228;150.4787154
11.83333333;99.54337639;150.5444908
11.85;99.42620814;150.599293
11.86666667;99.32815224;150.6266623
11.88333333;99.20055908;150.6485449
11.9;99.16331521;150.6951172
11.91666667;99.11564641;150.7362029
11.93333333;99.14790199;150.7114495
11.95;99.18015756;150.6949259
11.96666667;99.25237532;150.6427394
11.98333333;99.33414926;150.6015262
12;99.38638593;150.7578305
12.01666667;99.44904751;150.8894451
12.03333333;99.51084035;150.9524772
12.05;99.58392686;151.0072795
12.06666667;99.68568189;151.0017291
12.08333333;99.81871167;150.998922
12.1;99.85096724;151.1442531
12.11666667;99.89277899;151.2648945
12.13333333;99.8954973;151.3059803
12.15;99.89734687;151.3415794
12.16666667;99.92960244;151.390895
12.18333333;99.96272676;151.4347241
12.2;100.0349445;151.4401469
12.21666667;100.1271434;151.4455697
12.23333333;100.2097861;151.5113451
12.25;100.3124098;151.5661474
12.26666667;100.3446654;151.7306816
12.28333333;100.376921;151.8705261
12.3;100.4500075;151.8649757
12.31666667;100.5422063;151.8621687
12.33333333;100.5744619;152.0294462
12.35;100.6075862;152.1692907
12.36666667;100.7197662;152.2350661
12.38333333;100.8632209;152.2926116
12.4;100.8450893;152.3748469
12.41666667;100.8174016;152.4461089
12.43333333;100.8201199;152.4378152
12.45;100.8323944;152.4350081
12.46666667;100.8047067;152.5337032
12.48333333;100.7761503;152.6159384
12.5;100.858793;152.6186179
12.51666667;100.9622855;152.6212974
12.53333333;99.6002083;152.6925595
12.55;97.91408993;152.750105
12.56666667;97.25916968;152.9064093
12.58333333;96.436582;153.0380239
12.6;97.5625852;152.9501746
12.61666667;98.97179866;152.878785
12.63333333;99.58437466;152.922614
12.65;100.348112;152.9609565
12.66666667;100.6713965;153.1337206
12.68333333;101.0763429;153.2790517
12.7;101.1989477;153.270758
12.71666667;101.3519586;153.2652076
12.73333333;101.4146202;153.3090367
12.75;101.4877067;153.3501224
12.76666667;101.4999812;153.4762504
12.78333333;101.5226806;153.5831753
12.8;101.6461542;153.4980693
12.81666667;101.7991651;153.4266797
12.83333333;101.7810335;153.4595355
12.85;101.7637708;153.4869048
12.86666667;101.8264323;153.5362204
12.88333333;101.8995188;153.5800494
12.9;101.9117933;153.6513114
12.91666667;101.9240678;153.708857
12.93333333;102.0379852;153.7225097
12.95;102.1814399;153.7334191
12.96666667;102.1832895;153.7525584
12.98333333;102.1860078;153.7689545
13;102.2391132;153.8100402
13.01666667;102.3017748;153.842896
13.03333333;102.2940682;153.914158
13.05;102.2863616;153.9717036
13.06666667;102.309061;154.0237625
13.08333333;102.3308917;154.0675915
13.1;102.3839971;154.0977041
13.11666667;102.4570836;154.1250733
13.13333333;102.4094148;154.2374848
13.15;102.3513211;154.3306932
13.16666667;102.2828024;154.3251429
13.18333333;102.1943027;154.3223358
13.2;102.5801367;154.3606782
13.21666667;103.0580576;154.3907907
13.23333333;103.2823054;154.4785126
13.25;103.5682339;154.5525179
13.26666667;103.6013583;154.6265232
13.28333333;103.6440388;154.6895553
13.3;103.59637;154.8019668
13.31666667;103.5374075;154.8979186
13.33333333;103.4489078;154.9115713
13.35;103.3300021;154.925224
13.36666667;103.3222954;154.8840108
13.38333333;103.3145888;154.8537707
13.4;103.3068822;154.9661822
13.41666667;103.2991756;155.0621339
13.43333333;103.291469;155.1361393
13.45;103.2837624;155.1964281
